exam_year,question_id,question_type,topic,modality,question_text,description,image_path,correct_answer
Spring2019,Q17,C,"Similarity measures (cosine, Jaccard, SMC)",text_desc,"Consider the observations in Table 4. We consider these as 9-dimensional binary vectors and wish to compute the pairwise similarity. Which of the following statements are true?

A. Cos(o1, o3) ~= 0.132
B. J(o2, o3) ~= 0.0
C. SMC(o1, o3) ~= 0.268
D. SMC(o2, o4) ~= 0.701","Table 4: Binarized version of the travel review dataset, as 9-dimensional binary vectors (rows o1..o10, items f1..f9). f_i = 1 if x_i greater than median (else 0).

        f1  f2  f3  f4  f5  f6  f7  f8  f9
o1      0   0   0   1   0   0   0   0   0
o2      0   0   0   0   0   0   0   0   1
o3      0   1   1   1   1   1   0   0   0
o4      1   0   0   0   0   0   0   0   0
o5      1   0   0   1   0   0   0   0   0
o6      0   0   1   1   0   0   0   1   0
o7      0   0   1   1   1   0   0   0   0
o8      0   0   0   0   1   0   0   0   0
o9      0   1   1   0   1   0   0   0   0
o10     0   0   1   1   1   0   1   0   0",,B
Spring2019,Q18,B,ROC curve / AUC,screenshot,"A neural network classifier is trained to distinguish between two classes y in {0,1} in a small dataset consisting of N = 7 observations. Suppose the true class label y and predicted probability an observation belongs to class 1, y_hat, is as given in Table 5. To evaluate the classifier, we will use the area under curve (AUC) of the reciever operator characteristic (ROC) curve. In Figure 7 is given four proposed ROC curves, which one of the curves corresponds to the classifier?

A. ROC curve 1
B. ROC curve 2
C. ROC curve 3
D. ROC curve 4",,data/screenshots/Spring2019_Q18.png,D
Spring2019,Q19,C,Forward/backward variable selection,screenshot,"Consider again the travel review dataset in Table 1. We would like to predict a resort's rating using a linear regression, and since we would like the model to be as interpretable as possible we will use variable selection to obtain a parsimonious model. We limit ourselves to the five features x1, x6, x7, x8, x9 and in Table 6 we have pre-computed the estimated training and test error for different variable combinations of the dataset. Which of the following statements is correct?

A. Forward selection will select attributes x6
B. Forward selection will select attributes x1, x6, x7, x8
C. Backward selection will select attributes x1, x6
D. Forward selection will select attributes x1, x6",,data/screenshots/Spring2019_Q19.png,B
Spring2019,Q19,C,Forward/backward variable selection,text_desc,"Consider again the travel review dataset in Table 1. We would like to predict a resort's rating using a linear regression, and since we would like the model to be as interpretable as possible we will use variable selection to obtain a parsimonious model. We limit ourselves to the five features x1, x6, x7, x8, x9 and in Table 6 we have pre-computed the estimated training and test error for different variable combinations of the dataset. Which of the following statements is correct?

A. Forward selection will select attributes x6
B. Forward selection will select attributes x1, x6, x7, x8
C. Backward selection will select attributes x1, x6
D. Forward selection will select attributes x1, x6","Table 6: Root-mean-square error (RMSE) for the training and test set using least squares regression to predict y, for different combinations of the features x1, x6, x7, x8, x9.

Feature(s)              Training RMSE    Test RMSE
none                    5.25             5.528
x1                      4.794            5.566
x6                      4.563            4.57
x7                      5.246            5.52
x8                      5.245            5.475
x9                      4.683            5.185
x1, x6                  3.344            4.213
x1, x7                  4.794            5.565
x6, x7                  4.561            4.591
x1, x8                  4.742            5.481
x6, x8                  4.559            4.614
x7, x8                  5.242            5.473
x1, x9                  3.945            4.967
x6, x9                  4.552            4.643
x7, x9                  4.679            5.223
x8, x9                  4.674            5.284
x1, x6, x7              3.338            4.165
x1, x6, x8              3.325            4.161
x1, x7, x8              4.741            5.494
x6, x7, x8              4.557            4.648
x1, x6, x9              3.314            4.258
x1, x7, x9              3.945            4.958
x6, x7, x9              4.55             4.67
x1, x8, x9              3.942            4.93
x6, x8, x9              4.546            4.717
x7, x8, x9              4.667            5.354
x1, x6, x7, x8          3.315            4.098
x1, x6, x7, x9          3.307            4.218
x1, x6, x8, x9          3.282            4.234
x1, x7, x8, x9          3.942            4.911
x6, x7, x8, x9          4.542            4.767
x1, x6, x7, x8, x9      3.266            4.195",,B
Spring2019,Q20,C,Bayes classifier (binarized attributes),screenshot,"Consider the travel review dataset from Table 1. We wish to predict the resort's rating based on the attributes dance clubs and juice bars using a Bayes classifier. Therefore, suppose the attributes have been binarized such that x2_hat = 0 corresponds to x2 <= 1.28 (and otherwise x2_hat = 1) and x3_hat = 0 corresponds to x3 <= 0.82 (and otherwise x3_hat = 1). Suppose the probability for each of the configurations of x2_hat and x3_hat conditional on the resort's rating y are as given in Table 7. and the prior probability of the resort's ratings are

p(y = 1) = 0.268, p(y = 2) = 0.366, p(y = 3) = 0.365.

Using this, what is then the probability an observation had poor rating given that x2_hat = 0 and x3_hat = 1?

A. p(y=1 | x2_hat=0, x3_hat=1) = 0.17
B. p(y=1 | x2_hat=0, x3_hat=1) = 0.411
C. p(y=1 | x2_hat=0, x3_hat=1) = 0.218
D. p(y=1 | x2_hat=0, x3_hat=1) = 0.046",,data/screenshots/Spring2019_Q20.png,A
Spring2019,Q20,C,Bayes classifier (binarized attributes),text_desc,"Consider the travel review dataset from Table 1. We wish to predict the resort's rating based on the attributes dance clubs and juice bars using a Bayes classifier. Therefore, suppose the attributes have been binarized such that x2_hat = 0 corresponds to x2 <= 1.28 (and otherwise x2_hat = 1) and x3_hat = 0 corresponds to x3 <= 0.82 (and otherwise x3_hat = 1). Suppose the probability for each of the configurations of x2_hat and x3_hat conditional on the resort's rating y are as given in Table 7. and the prior probability of the resort's ratings are

p(y = 1) = 0.268, p(y = 2) = 0.366, p(y = 3) = 0.365.

Using this, what is then the probability an observation had poor rating given that x2_hat = 0 and x3_hat = 1?

A. p(y=1 | x2_hat=0, x3_hat=1) = 0.17
B. p(y=1 | x2_hat=0, x3_hat=1) = 0.411
C. p(y=1 | x2_hat=0, x3_hat=1) = 0.218
D. p(y=1 | x2_hat=0, x3_hat=1) = 0.046","Table 7: Probability p(x2_hat, x3_hat | y) of observing particular values of x2_hat and x3_hat conditional on y.

                              y = 1    y = 2    y = 3
x2_hat = 0, x3_hat = 0        0.41     0.28     0.15
x2_hat = 0, x3_hat = 1        0.17     0.28     0.33
x2_hat = 1, x3_hat = 0        0.33     0.25     0.15
x2_hat = 1, x3_hat = 1        0.09     0.19     0.37

Priors: p(y=1)=0.268, p(y=2)=0.366, p(y=3)=0.365.",,A
Spring2019,Q21,B,Decision tree rules / classification boundary,screenshot,"We consider an artificial dataset of N = 4000 observations. The dataset is classified according to a decision tree of the form shown in Figure 8 resulting in a partition into classes indicated by the colors/markers in Figure 9. What is the correct rule assignment to the nodes in the decision tree?

A. A: ||[x1;x2] - [2;4]||_1 < 2, B: ||[x1;x2] - [6;0]||_2 < 3, C: ||[x1;x2] - [4;2]||_2 < 2
B. A: ||[x1;x2] - [2;4]||_1 < 2, B: ||[x1;x2] - [4;2]||_2 < 2, C: ||[x1;x2] - [6;0]||_2 < 3
C. A: ||[x1;x2] - [4;2]||_2 < 2, B: ||[x1;x2] - [6;0]||_2 < 3, C: ||[x1;x2] - [2;4]||_1 < 2
D. A: ||[x1;x2] - [4;2]||_2 < 2, B: ||[x1;x2] - [2;4]||_1 < 2, C: ||[x1;x2] - [6;0]||_2 < 3",,data/screenshots/Spring2019_Q21.png,A
Spring2019,Q22,C,Two-level cross-validation model count,screenshot,"Suppose we wish to compare a neural network model and a regularized logistic regression model on the travel review dataset. For the neural network, we wish to find the optimal number of hidden neurons n_h, and for the regression model the optimal value of lambda. We therefore opt for a two-level cross-validation approach where for each outer fold, we train the model on the training split, and use the test split to find the optimal number of hidden units (or regularization strength) using cross-validation with K2 = 5 folds. The tested values are:

lambda : {0.01, 0.1, 0.5, 1, 10}
n_h : {1, 2, 3, 4, 5}.

Then, given this optimal number of hidden units n_h* or regularization strength lambda*, the model is trained and evaluated on the current outer test split. This produces Table 8 which shows the optimal number of hidden units/lambda as well as the (outer) test classification errors E1_test (neural network model) and E2_test (logistic regression model). Note these errors are averaged over the number of observations in the (outer) test splits. How many models were trained to compose the table?

A. 208 models
B. 100 models
C. 200 models
D. 104 models",,data/screenshots/Spring2019_Q22.png,A
Spring2019,Q22,C,Two-level cross-validation model count,text_desc,"Suppose we wish to compare a neural network model and a regularized logistic regression model on the travel review dataset. For the neural network, we wish to find the optimal number of hidden neurons n_h, and for the regression model the optimal value of lambda. We therefore opt for a two-level cross-validation approach where for each outer fold, we train the model on the training split, and use the test split to find the optimal number of hidden units (or regularization strength) using cross-validation with K2 = 5 folds. The tested values are:

lambda : {0.01, 0.1, 0.5, 1, 10}
n_h : {1, 2, 3, 4, 5}.

Then, given this optimal number of hidden units n_h* or regularization strength lambda*, the model is trained and evaluated on the current outer test split. This produces Table 8 which shows the optimal number of hidden units/lambda as well as the (outer) test classification errors E1_test (neural network model) and E2_test (logistic regression model). Note these errors are averaged over the number of observations in the (outer) test splits. How many models were trained to compose the table?

A. 208 models
B. 100 models
C. 200 models
D. 104 models","Table 8: Result of applying two-level cross-validation to a neural network model and a logistic regression model. Optimally selected parameters from each outer fold (n_h*, hidden units, and lambda*, regularization strength) and corresponding test errors E1_test and E2_test on the current outer split. There are 4 outer folds.

                ANN                  Log.reg.
              n_h*   E1_test       lambda*   E2_test
Outer fold 1    1    0.561         0.1       0.439
Outer fold 2    1    0.513         0.1       0.487
Outer fold 3    1    0.564         0.1       0.436
Outer fold 4    1    0.671         0.1       0.329

(K1 = 4 outer folds; K2 = 5 inner folds; S = 5 tested values per model; two models.)",,A
Spring2019,Q23,A,GMM posterior responsibility,text,"We fit a GMM to a single feature x6 from the travel review dataset. Recall the density of a 1D GMM is

p(x) = sum_{k=1}^{K} w_k * N(x | mu_k, sigma_k^2)

and suppose that the identified values of the mixture weights are

w1 = 0.19, w2 = 0.34, w3 = 0.48

and the parameters of the multivariate normal densities:

mu1 = 3.177, mu2 = 3.181, mu3 = 3.184
sigma1 = 0.0062, sigma2 = 0.0076, sigma3 = 0.0075.

According to the GMM, what is the probability an observation at x0 = 3.19 is assigned to cluster k = 2?

A. 0.49
B. 0.31
C. 0.08
D. 0.68",,,B
Spring2019,Q24,C,AdaBoost weight update,screenshot,"Consider again the travel review dataset of Table 1. Suppose we limit ourselves to N = 7 observations from the original dataset and furthermore suppose we limit ourselves to class y = 1 or y = 2 and only consider the features x4 and x6. We use a KNN classification model (K = 1) to this dataset and apply AdaBoost to improve the performance. After the first T = 1 round of boosting, we obtain the decision boundaries shown in Figure 10 (the predictions of the T = 1 weaker classifiers and the true class labels is also tabulated in Table 9). Given this information, how will the AdaBoost update the weights w?

A. [0.25  0.1  0.1  0.1  0.25  0.1  0.1]
B. [0.388  0.045  0.045  0.045  0.388  0.045  0.045]
C. [0.126  0.15  0.15  0.15  0.126  0.15  0.15]
D. [0.066  0.173  0.173  0.173  0.066  0.173  0.173]",,data/screenshots/Spring2019_Q24.png,A
Spring2019,Q24,C,AdaBoost weight update,text_desc,"Consider again the travel review dataset of Table 1. Suppose we limit ourselves to N = 7 observations from the original dataset and furthermore suppose we limit ourselves to class y = 1 or y = 2 and only consider the features x4 and x6. We use a KNN classification model (K = 1) to this dataset and apply AdaBoost to improve the performance. After the first T = 1 round of boosting, we obtain the decision boundaries shown in Figure 10 (the predictions of the T = 1 weaker classifiers and the true class labels is also tabulated in Table 9). Given this information, how will the AdaBoost update the weights w?

A. [0.25  0.1  0.1  0.1  0.25  0.1  0.1]
B. [0.388  0.045  0.045  0.045  0.388  0.045  0.045]
C. [0.126  0.15  0.15  0.15  0.126  0.15  0.15]
D. [0.066  0.173  0.173  0.173  0.066  0.173  0.173]","Table 9: For each of the N = 7 observations (first column), the true class labels y^true (second column) and the predicted outputs of the AdaBoost classifier at t = 1 (third column).

Variable   y^true   t = 1
y1         1        1
y2         2        1
y3         2        1
y4         1        2
y5         1        1
y6         1        2
y7         2        1

(Initial AdaBoost weights are uniform, w_i = 1/N = 1/7. Observations y2, y3, y4, y6, y7 are misclassified at t = 1.)",,A
Spring2019,Q25,B,KDE leave-one-out cross-validation,screenshot,"Consider the following N = 4 observations from a one-dimensional dataset:

{3.918, -6.35, -2.677, -3.003}.

Suppose we apply a Kernel Density Estimator (KDE) to the dataset with kernel width sigma (i.e., sigma is the standard deviation of the Gaussian kernels), and we wish to find sigma by using leave-one-out (LOO) cross-validation using the average (per observation) negative log-likelihood

E(sigma) = (-1/4) sum_{i=1}^{4} log p_sigma(x_i).

Which of the curves in Figure 11 shows the LOO estimate of the generalization error E(sigma)?

A. LOO curve 1
B. LOO curve 2
C. LOO curve 3
D. LOO curve 4",,data/screenshots/Spring2019_Q25.png,A
